population	dam	sire	id	cohort	block_germination	date_sow	date_germination	block_garden	initial_size_mm	winter_survival_boolean	time_to_germination_days
CUR	CUR08	CUR05	CUR_08_05	north	north_E	2015-08-03	2015-08-12	north_E	37.89	TRUE	9
RCK	RCK11	RCK08	RCK_11_08	north	north_E	2015-08-03	2015-08-14	north_E	27.55	TRUE	11
RCK	RCK09	RCK06	RCK_09_06	north	north_E	2015-08-03	2015-08-12	north_E	37.94	TRUE	9
LIJ	LIJ05	LIJ02	LIJ_05_02	north	north_E	2015-08-03	2015-08-10	north_E	34.76	TRUE	7
LIJ	LIJ05	LIJ15	LIJ_05_15	north	north_E	2015-08-03	2015-08-13	north_E	39.3	TRUE	10
NMT	NMT13	NMT11	NMT_13_11	north	north_E	2015-08-03	2015-08-09	north_E	31.47	TRUE	6
RCK	RCK08	RCK07	RCK_08_07	north	north_E	2015-08-03	2015-08-17	north_E	22.12	FALSE	14
RCK	RCK02	RCK15	RCK_02_15	north	north_E	2015-08-03	2015-08-11	north_E	30.62	TRUE	8
LIJ	LIJ02	LIJ13	LIJ_02_13	north	north_E	2015-08-03	2015-08-11	north_E	28.44	TRUE	8
NMT	NMT15	NMT14	NMT_15_14	north	north_E	2015-08-03	2015-08-10	north_E	29.39	TRUE	7
LIJ	LIJ07	LIJ05	LIJ_07_05	north	north_E	2015-08-03	2015-08-11	north_E	38.01	TRUE	8
CUR	CUR12	CUR08	CUR_12_08	north	north_E	2015-08-03	2015-08-09	north_E	35.68	TRUE	6
CUR	CUR01	CUR12	CUR_01_12	north	north_E	2015-08-03	2015-08-09	north_E	40.33	TRUE	6
NMT	NMT04	NMT03	NMT_04_03	north	north_E	2015-08-03	2015-08-10	north_E	33.77	TRUE	7
RCK	RCK03	RCK01	RCK_03_01	north	north_E	2015-08-03	2015-08-18	north_E	16.53	TRUE	15
CUR	CUR06	CUR04	CUR_06_04	north	north_E	2015-08-03	2015-08-11	north_E	22.42	TRUE	8
CUR	CUR04	CUR15	CUR_04_15	north	north_E	2015-08-03	2015-08-10	north_E	36.64	TRUE	7
WFM	WFM07	WFM03	WFM_07_03	north	north_E	2015-08-03	2015-08-09	north_E	36.57	TRUE	6
CUR	CUR10	CUR06	CUR_10_06	north	north_E	2015-08-03	2015-08-09	north_E	41.77	TRUE	6
CUR	CUR01	CUR13	CUR_01_13	north	north_E	2015-08-03	2015-08-10	north_E	46.05	TRUE	7
CUR	CUR05	CUR01	CUR_05_01	north	north_E	2015-08-03	2015-08-09	north_E	38.54	FALSE	6
RCK	RCK15	RCK13	RCK_15_13	north	north_E	2015-08-03	2015-08-12	north_E	23.32	TRUE	9
WFM	WFM09	WFM05	WFM_09_05	north	north_E	2015-08-03	2015-08-10	north_E	42.79	TRUE	7
CUR	CUR06	CUR02	CUR_06_02	north	north_E	2015-08-03	2015-08-10	north_E	40.96	TRUE	7
RCK	RCK10	RCK07	RCK_10_07	north	north_E	2015-08-03	2015-08-10	north_E	31.79	TRUE	7
LIJ	LIJ12	LIJ09	LIJ_12_09	north	north_E	2015-08-03	2015-08-11	north_E	31.76	TRUE	8
NMT	NMT09	NMT08	NMT_09_08	north	north_E	2015-08-03	2015-08-13	north_E	35.15	TRUE	10
RCK	RCK05	RCK04	RCK_05_04	north	north_E	2015-08-03	2015-08-17	north_E	23.13	TRUE	14
CUR	CUR13	CUR09	CUR_13_09	north	north_E	2015-08-03	2015-08-10	north_E	38.05	TRUE	7
RCK	RCK06	RCK05	RCK_06_05	north	north_E	2015-08-03	2015-08-16	north_E	33.77	TRUE	13
LIJ	LIJ06	LIJ01	LIJ_06_01	north	north_E	2015-08-03	2015-08-10	north_E	24.73	FALSE	7
CUR	CUR07	CUR03	CUR_07_03	north	north_E	2015-08-03	2015-08-09	north_E	37.22	TRUE	6
WFM	WFM11	WFM08	WFM_11_08	north	north_E	2015-08-03	2015-08-09	north_E	34.1	TRUE	6
CUR	CUR09	CUR07	CUR_09_07	north	north_E	2015-08-03	2015-08-09	north_E	38.5	TRUE	6
WFM	WFM08	WFM06	WFM_08_06	north	north_E	2015-08-03	2015-08-09	north_E	31.63	TRUE	6
LIJ	LIJ02	LIJ15	LIJ_02_15	north	north_E	2015-08-03	2015-08-18	north_E	30.74	TRUE	15
LIJ	LIJ11	LIJ08	LIJ_11_08	north	north_E	2015-08-03	2015-08-14	north_E	39.2	TRUE	11
WFM	WFM14	WFM10	WFM_14_10	north	north_E	2015-08-03	2015-08-10	north_E	33.97	TRUE	7
LIJ	LIJ13	LIJ09	LIJ_13_09	north	north_E	2015-08-03	2015-08-09	north_E	30.74	TRUE	6
NMT	NMT14	NMT13	NMT_14_13	north	north_E	2015-08-03	2015-08-09	north_E	46.14	TRUE	6
CUR	CUR10	CUR07	CUR_10_07	north	north_E	2015-08-03	2015-08-09	north_E	45.95	TRUE	6
CUR	CUR05	CUR03	CUR_05_03	north	north_E	2015-08-03	2015-08-11	north_E	53.45	TRUE	8
LIJ	LIJ09	LIJ07	LIJ_09_07	north	north_E	2015-08-03	2015-08-09	north_E	NA	TRUE	6
WFM	WFM06	WFM04	WFM_06_04	north	north_E	2015-08-03	2015-08-25	north_E	29.73	TRUE	22
NMT	NMT06	NMT05	NMT_06_05	north	north_E	2015-08-03	2015-08-09	north_E	45.89	TRUE	6
LIJ	LIJ12	LIJ08	LIJ_12_08	north	north_E	2015-08-03	2015-08-13	north_E	30.94	TRUE	10
WFM	WFM10	WFM06	WFM_10_06	north	north_E	2015-08-03	2015-08-10	north_E	41.34	TRUE	7
WFM	WFM03	WFM14	WFM_03_14	north	north_E	2015-08-03	2015-08-09	north_E	50.19	TRUE	6
NMT	NMT04	NMT02	NMT_04_02	north	north_E	2015-08-03	2015-08-09	north_E	27.92	FALSE	6
LIJ	LIJ03	LIJ15	LIJ_03_15	north	north_E	2015-08-03	2015-08-12	north_E	29.45	TRUE	9
RCK	RCK15	RCK12	RCK_15_12	north	north_E	2015-08-03	2015-08-16	north_E	24.73	TRUE	13
RCK	RCK12	RCK09	RCK_12_09	north	north_E	2015-08-03	2015-08-18	north_E	21.94	FALSE	15
NMT	NMT13	NMT12	NMT_13_12	north	north_E	2015-08-03	2015-08-10	north_E	38.67	TRUE	7
RCK	RCK09	RCK08	RCK_09_08	north	north_E	2015-08-03	2015-08-11	north_E	35.61	FALSE	8
RCK	RCK07	RCK06	RCK_07_06	north	north_E	2015-08-03	2015-08-11	north_E	50.6	TRUE	8
NMT	NMT15	NMT12	NMT_15_12	north	north_E	2015-08-03	2015-08-09	north_E	41.79	TRUE	6
LIJ	LIJ14	LIJ11	LIJ_14_11	north	north_E	2015-08-03	2015-08-10	north_E	31.87	TRUE	7
NMT	NMT07	NMT04	NMT_07_04	north	north_E	2015-08-03	2015-08-10	north_E	27.76	FALSE	7
WFM	WFM09	WFM07	WFM_09_07	north	north_E	2015-08-03	2015-08-10	north_E	24.75	TRUE	7
LIJ	LIJ05	LIJ01	LIJ_05_01	north	north_E	2015-08-03	2015-08-11	north_E	39.84	TRUE	8
CUR	CUR04	CUR02	CUR_04_02	north	north_E	2015-08-03	2015-08-10	north_E	38.77	TRUE	7
NMT	NMT08	NMT06	NMT_08_06	north	north_E	2015-08-03	2015-08-10	north_E	40.05	TRUE	7
CUR	CUR08	CUR06	CUR_08_06	north	north_E	2015-08-03	2015-08-09	north_E	36.36	TRUE	6
WFM	WFM01	WFM12	WFM_01_12	north	north_E	2015-08-03	2015-08-09	north_E	40.35	TRUE	6
RCK	RCK11	RCK09	RCK_11_09	north	north_E	2015-08-03	2015-08-12	north_E	27.48	FALSE	9
NMT	NMT07	NMT06	NMT_07_06	north	north_E	2015-08-03	2015-08-10	north_E	33.46	FALSE	7
RCK	RCK07	RCK05	RCK_07_05	north	north_E	2015-08-03	2015-08-10	north_E	27.19	TRUE	7
WFM	WFM15	WFM11	WFM_15_11	north	north_E	2015-08-03	2015-08-10	north_E	37.6	TRUE	7
RCK	RCK13	RCK10	RCK_13_10	north	north_E	2015-08-03	2015-08-17	north_E	25.6	TRUE	14
CUR	CUR15	CUR13	CUR_15_13	north	north_E	2015-08-03	2015-08-14	north_E	31.05	TRUE	11
CUR	CUR07	CUR04	CUR_07_04	north	north_E	2015-08-03	2015-08-09	north_E	29.19	TRUE	6
WFM	WFM13	WFM12	WFM_13_12	north	north_E	2015-08-03	2015-08-09	north_E	32.77	TRUE	6
NMT	NMT05	NMT02	NMT_05_02	north	north_E	2015-08-03	2015-08-09	north_E	42.26	TRUE	6
NMT	NMT11	NMT09	NMT_11_09	north	north_E	2015-08-03	2015-08-10	north_E	36.02	TRUE	7
LIJ	LIJ13	LIJ10	LIJ_13_10	north	north_E	2015-08-03	2015-08-10	north_E	28.54	TRUE	7
RCK	RCK12	RCK11	RCK_12_11	north	north_E	2015-08-03	2015-08-18	north_E	14.82	FALSE	15
WFM	WFM14	WFM11	WFM_14_11	north	north_E	2015-08-03	2015-08-10	north_E	33.44	TRUE	7
LIJ	LIJ09	LIJ06	LIJ_09_06	north	north_E	2015-08-03	2015-08-10	north_E	31.73	TRUE	7
NMT	NMT10	NMT08	NMT_10_08	north	north_E	2015-08-03	2015-08-09	north_E	34.51	TRUE	6
CUR	CUR07	CUR05	CUR_07_05	north	north_E	2015-08-03	2015-08-09	north_E	32.19	TRUE	6
WFM	WFM02	WFM13	WFM_02_13	north	north_E	2015-08-03	2015-08-09	north_E	37.18	TRUE	6
RCK	RCK13	RCK12	RCK_13_12	north	north_E	2015-08-03	2015-08-13	north_E	28.55	TRUE	10
CUR	CUR11	CUR08	CUR_11_08	north	north_E	2015-08-03	2015-08-13	north_E	33.96	TRUE	10
NMT	NMT15	NMT13	NMT_15_13	north	north_E	2015-08-03	2015-08-11	north_E	35.72	TRUE	8
LIJ	LIJ12	LIJ10	LIJ_12_10	north	north_E	2015-08-03	2015-08-10	north_E	33.87	TRUE	7
WFM	WFM08	WFM05	WFM_08_05	north	north_E	2015-08-03	2015-08-10	north_E	39.59	TRUE	7
WFM	WFM14	WFM12	WFM_14_12	north	north_E	2015-08-03	2015-08-10	north_E	36.17	TRUE	7
LIJ	LIJ01	LIJ12	LIJ_01_12	north	north_E	2015-08-03	2015-08-10	north_E	29.44	TRUE	7
CUR	CUR02	CUR13	CUR_02_13	north	north_E	2015-08-03	2015-08-09	north_E	40.94	TRUE	6
NMT	NMT12	NMT11	NMT_12_11	north	north_E	2015-08-03	2015-08-09	north_E	38.28	TRUE	6
LIJ	LIJ08	LIJ06	LIJ_08_06	north	north_E	2015-08-03	2015-08-11	north_E	36.23	TRUE	8
NMT	NMT08	NMT05	NMT_08_05	north	north_E	2015-08-03	2015-08-09	north_E	40.68	TRUE	6
CUR	CUR09	CUR06	CUR_09_06	north	north_E	2015-08-03	2015-08-09	north_E	35.84	TRUE	6
WFM	WFM05	WFM03	WFM_05_03	north	north_E	2015-08-03	2015-08-12	north_E	33.08	TRUE	9
WFM	WFM13	WFM09	WFM_13_09	north	north_E	2015-08-03	2015-08-09	north_E	30.12	TRUE	6
NMT	NMT09	NMT06	NMT_09_06	north	north_E	2015-08-03	2015-08-09	north_E	35.04	TRUE	6
RCK	RCK08	RCK06	RCK_08_06	north	north_E	2015-08-03	2015-08-11	north_E	33.6	TRUE	8
NMT	NMT05	NMT03	NMT_05_03	north	north_E	2015-08-03	2015-08-09	north_E	40.25	TRUE	6
RCK	RCK02	RCK01	RCK_02_01	north	north_E	2015-08-03	2015-08-12	north_E	31.78	TRUE	9
NMT	NMT02	NMT01	NMT_02_01	north	north_E	2015-08-03	2015-08-10	north_E	40.76	TRUE	7
NMT	NMT14	NMT11	NMT_14_11	north	north_E	2015-08-03	2015-08-10	north_E	46.22	TRUE	7
RCK	RCK02	RCK14	RCK_02_14	north	north_E	2015-08-03	2015-08-18	north_E	15.3	TRUE	15
LIJ	LIJ03	LIJ01	LIJ_03_01	north	north_E	2015-08-03	2015-08-11	north_E	29.19	TRUE	8
LIJ	LIJ10	LIJ08	LIJ_10_08	north	north_E	2015-08-03	2015-08-14	north_E	27.79	TRUE	11
CUR	CUR05	CUR02	CUR_05_02	north	north_E	2015-08-03	2015-08-09	north_E	27.84	TRUE	6
WFM	WFM02	WFM15	WFM_02_15	north	north_E	2015-08-03	2015-08-09	north_E	36.05	TRUE	6
NMT	NMT13	NMT10	NMT_13_10	north	north_E	2015-08-03	2015-08-10	north_E	31.76	TRUE	7
LIJ	LIJ09	LIJ05	LIJ_09_05	north	north_E	2015-08-03	2015-08-10	north_E	32.51	FALSE	7
RCK	RCK09	RCK07	RCK_09_07	north	north_E	2015-08-03	2015-08-14	north_E	36.68	TRUE	11
NMT	NMT01	NMT14	NMT_01_14	north	north_E	2015-08-03	2015-08-10	north_E	49	TRUE	7
CUR	CUR09	CUR05	CUR_09_05	north	north_F	2015-08-03	2015-08-10	north_F	25.28	TRUE	7
CUR	CUR05	CUR01	CUR_05_01	north	north_F	2015-08-03	2015-08-09	north_F	25.75	FALSE	6
WFM	WFM05	WFM03	WFM_05_03	north	north_F	2015-08-03	2015-08-09	north_F	19.43	TRUE	6
NMT	NMT11	NMT08	NMT_11_08	north	north_F	2015-08-03	2015-08-09	north_F	32.74	TRUE	6
NMT	NMT10	NMT07	NMT_10_07	north	north_F	2015-08-03	2015-08-13	north_F	18.31	TRUE	10
CUR	CUR03	CUR15	CUR_03_15	north	north_F	2015-08-03	2015-08-16	north_F	21.54	FALSE	13
CUR	CUR14	CUR12	CUR_14_12	north	north_F	2015-08-03	2015-08-10	north_F	27.26	TRUE	7
WFM	WFM14	WFM12	WFM_14_12	north	north_F	2015-08-03	2015-08-10	north_F	30.94	TRUE	7
NMT	NMT11	NMT10	NMT_11_10	north	north_F	2015-08-03	2015-08-09	north_F	39.43	TRUE	6
NMT	NMT04	NMT01	NMT_04_01	north	north_F	2015-08-03	2015-08-10	north_F	30.41	TRUE	7
NMT	NMT01	NMT15	NMT_01_15	north	north_F	2015-08-03	2015-08-11	north_F	40.62	TRUE	8
WFM	WFM09	WFM06	WFM_09_06	north	north_F	2015-08-03	2015-08-10	north_F	30.61	TRUE	7
RCK	RCK14	RCK13	RCK_14_13	north	north_F	2015-08-03	2015-08-11	north_F	18.69	TRUE	8
LIJ	LIJ13	LIJ09	LIJ_13_09	north	north_F	2015-08-03	2015-08-10	north_F	23.7	TRUE	7
WFM	WFM15	WFM13	WFM_15_13	north	north_F	2015-08-03	2015-08-09	north_F	23.68	TRUE	6
RCK	RCK09	RCK06	RCK_09_06	north	north_F	2015-08-03	2015-08-25	north_F	NA	FALSE	22
LIJ	LIJ06	LIJ03	LIJ_06_03	north	north_F	2015-08-03	2015-08-25	north_F	21.05	FALSE	22
NMT	NMT06	NMT04	NMT_06_04	north	north_F	2015-08-03	2015-08-10	north_F	31.88	TRUE	7
CUR	CUR07	CUR05	CUR_07_05	north	north_F	2015-08-03	2015-08-09	north_F	30.12	TRUE	6
WFM	WFM05	WFM01	WFM_05_01	north	north_F	2015-08-03	2015-08-11	north_F	31.4	TRUE	8
WFM	WFM02	WFM15	WFM_02_15	north	north_F	2015-08-03	2015-08-10	north_F	29.68	FALSE	7
RCK	RCK10	RCK09	RCK_10_09	north	north_F	2015-08-03	2015-08-13	north_F	28.69	TRUE	10
LIJ	LIJ01	LIJ14	LIJ_01_14	north	north_F	2015-08-03	2015-08-10	north_F	26.18	TRUE	7
NMT	NMT12	NMT10	NMT_12_10	north	north_F	2015-08-03	2015-08-09	north_F	28.43	TRUE	6
CUR	CUR07	CUR04	CUR_07_04	north	north_F	2015-08-03	2015-08-10	north_F	36.81	TRUE	7
RCK	RCK15	RCK13	RCK_15_13	north	north_F	2015-08-03	2015-08-11	north_F	26.55	TRUE	8
NMT	NMT05	NMT02	NMT_05_02	north	north_F	2015-08-03	2015-08-13	north_F	30.68	FALSE	10
RCK	RCK01	RCK15	RCK_01_15	north	north_F	2015-08-03	2015-08-16	north_F	17.59	FALSE	13
NMT	NMT09	NMT06	NMT_09_06	north	north_F	2015-08-03	2015-08-10	north_F	22.17	TRUE	7
CUR	CUR08	CUR04	CUR_08_04	north	north_F	2015-08-03	2015-08-11	north_F	NA	FALSE	8
NMT	NMT02	NMT01	NMT_02_01	north	north_F	2015-08-03	2015-08-25	north_F	30.52	TRUE	22
RCK	RCK12	RCK10	RCK_12_10	north	north_F	2015-08-03	2015-08-12	north_F	24.29	FALSE	9
NMT	NMT07	NMT04	NMT_07_04	north	north_F	2015-08-03	2015-08-13	north_F	29.38	TRUE	10
CUR	CUR02	CUR14	CUR_02_14	north	north_F	2015-08-03	2015-08-13	north_F	29.98	TRUE	10
WFM	WFM11	WFM10	WFM_11_10	north	north_F	2015-08-03	2015-08-10	north_F	28.54	TRUE	7
NMT	NMT06	NMT03	NMT_06_03	north	north_F	2015-08-03	2015-08-13	north_F	29.67	FALSE	10
CUR	CUR11	CUR07	CUR_11_07	north	north_F	2015-08-03	2015-08-10	north_F	26.51	TRUE	7
NMT	NMT12	NMT11	NMT_12_11	north	north_F	2015-08-03	2015-08-11	north_F	25.72	TRUE	8
RCK	RCK03	RCK15	RCK_03_15	north	north_F	2015-08-03	2015-08-18	north_F	7.39	TRUE	15
CUR	CUR10	CUR08	CUR_10_08	north	north_F	2015-08-03	2015-08-10	north_F	26.76	TRUE	7
WFM	WFM10	WFM06	WFM_10_06	north	north_F	2015-08-03	2015-08-09	north_F	30.32	FALSE	6
LIJ	LIJ02	LIJ14	LIJ_02_14	north	north_F	2015-08-03	2015-08-13	north_F	28.58	TRUE	10
NMT	NMT08	NMT07	NMT_08_07	north	north_F	2015-08-03	2015-08-18	north_F	17.41	TRUE	15
LIJ	LIJ09	LIJ06	LIJ_09_06	north	north_F	2015-08-03	2015-08-11	north_F	27.84	TRUE	8
WFM	WFM11	WFM07	WFM_11_07	north	north_F	2015-08-03	2015-08-09	north_F	24.48	TRUE	6
NMT	NMT05	NMT04	NMT_05_04	north	north_F	2015-08-03	2015-08-10	north_F	25.36	TRUE	7
CUR	CUR06	CUR03	CUR_06_03	north	north_F	2015-08-03	2015-08-10	north_F	26.49	TRUE	7
CUR	CUR14	CUR10	CUR_14_10	north	north_F	2015-08-03	2015-08-10	north_F	28.68	TRUE	7
WFM	WFM07	WFM05	WFM_07_05	north	north_F	2015-08-03	2015-08-09	north_F	20.97	FALSE	6
CUR	CUR04	CUR15	CUR_04_15	north	north_F	2015-08-03	2015-08-14	north_F	28.78	TRUE	11
WFM	WFM08	WFM07	WFM_08_07	north	north_F	2015-08-03	2015-08-10	north_F	39.68	TRUE	7
WFM	WFM15	WFM14	WFM_15_14	north	north_F	2015-08-03	2015-08-09	north_F	21.42	FALSE	6
RCK	RCK07	RCK04	RCK_07_04	north	north_F	2015-08-03	2015-08-13	north_F	28.44	FALSE	10
CUR	CUR14	CUR11	CUR_14_11	north	north_F	2015-08-03	2015-08-10	north_F	32.72	TRUE	7
NMT	NMT15	NMT12	NMT_15_12	north	north_F	2015-08-03	2015-08-10	north_F	31.02	TRUE	7
NMT	NMT01	NMT13	NMT_01_13	north	north_F	2015-08-03	2015-08-12	north_F	37.7	TRUE	9
WFM	WFM13	WFM09	WFM_13_09	north	north_F	2015-08-03	2015-08-10	north_F	25.46	TRUE	7
NMT	NMT13	NMT10	NMT_13_10	north	north_F	2015-08-03	2015-08-11	north_F	37.94	TRUE	8
LIJ	LIJ06	LIJ02	LIJ_06_02	north	north_F	2015-08-03	2015-08-17	north_F	20.65	FALSE	14
NMT	NMT08	NMT05	NMT_08_05	north	north_F	2015-08-03	2015-08-11	north_F	39.63	TRUE	8
CUR	CUR03	CUR14	CUR_03_14	north	north_F	2015-08-03	2015-08-10	north_F	30.03	TRUE	7
NMT	NMT10	NMT08	NMT_10_08	north	north_F	2015-08-03	2015-08-11	north_F	29.26	FALSE	8
LIJ	LIJ13	LIJ11	LIJ_13_11	north	north_F	2015-08-03	2015-08-11	north_F	27.74	TRUE	8
WFM	WFM01	WFM14	WFM_01_14	north	north_F	2015-08-03	2015-08-10	north_F	21.17	TRUE	7
CUR	CUR06	CUR02	CUR_06_02	north	north_F	2015-08-03	2015-08-10	north_F	32.8	TRUE	7
LIJ	LIJ03	LIJ14	LIJ_03_14	north	north_F	2015-08-03	2015-08-11	north_F	25.71	FALSE	8
LIJ	LIJ09	LIJ07	LIJ_09_07	north	north_F	2015-08-03	2015-08-11	north_F	27.82	TRUE	8
RCK	RCK09	RCK08	RCK_09_08	north	north_F	2015-08-03	2015-08-12	north_F	25.56	FALSE	9
NMT	NMT14	NMT11	NMT_14_11	north	north_F	2015-08-03	2015-08-10	north_F	33.18	FALSE	7
RCK	RCK12	RCK09	RCK_12_09	north	north_F	2015-08-03	2015-08-12	north_F	28.07	TRUE	9
WFM	WFM12	WFM08	WFM_12_08	north	north_F	2015-08-03	2015-08-11	north_F	28.02	TRUE	8
CUR	CUR11	CUR08	CUR_11_08	north	north_F	2015-08-03	2015-08-10	north_F	32.18	FALSE	7
RCK	RCK07	RCK05	RCK_07_05	north	north_F	2015-08-03	2015-08-16	north_F	29.49	TRUE	13
NMT	NMT13	NMT11	NMT_13_11	north	north_F	2015-08-03	2015-08-11	north_F	36.91	TRUE	8
LIJ	LIJ11	LIJ09	LIJ_11_09	north	north_F	2015-08-03	2015-08-11	north_F	31.78	TRUE	8
NMT	NMT14	NMT12	NMT_14_12	north	north_F	2015-08-03	2015-08-10	north_F	22.1	TRUE	7
LIJ	LIJ11	LIJ08	LIJ_11_08	north	north_F	2015-08-03	2015-08-14	north_F	21.66	FALSE	11
NMT	NMT11	NMT09	NMT_11_09	north	north_F	2015-08-03	2015-08-10	north_F	19.86	TRUE	7
RCK	RCK11	RCK09	RCK_11_09	north	north_F	2015-08-03	2015-08-25	north_F	15.9	TRUE	22
CUR	CUR15	CUR11	CUR_15_11	north	north_F	2015-08-03	2015-08-11	north_F	35	TRUE	8
WFM	WFM05	WFM04	WFM_05_04	north	north_F	2015-08-03	2015-08-25	north_F	20.96	FALSE	22
WFM	WFM13	WFM11	WFM_13_11	north	north_F	2015-08-03	2015-08-25	north_F	24.34	TRUE	22
RCK	RCK05	RCK02	RCK_05_02	north	north_F	2015-08-03	2015-08-19	north_F	21.96	TRUE	16
LIJ	LIJ03	LIJ01	LIJ_03_01	north	north_F	2015-08-03	2015-08-11	north_F	33.27	TRUE	8
WFM	WFM06	WFM04	WFM_06_04	north	north_F	2015-08-03	2015-08-12	north_F	29.98	TRUE	9
LIJ	LIJ05	LIJ02	LIJ_05_02	north	north_F	2015-08-03	2015-08-12	north_F	19.92	FALSE	9
WFM	WFM03	WFM14	WFM_03_14	north	north_F	2015-08-03	2015-08-10	north_F	18.95	TRUE	7
CUR	CUR02	CUR13	CUR_02_13	north	north_F	2015-08-03	2015-08-10	north_F	36.11	TRUE	7
RCK	RCK09	RCK07	RCK_09_07	north	north_F	2015-08-03	2015-08-10	north_F	27.11	TRUE	7
LIJ	LIJ07	LIJ02	LIJ_07_02	north	north_F	2015-08-03	2015-08-11	north_F	30.31	TRUE	8
NMT	NMT08	NMT06	NMT_08_06	north	north_F	2015-08-03	2015-08-10	north_F	31.56	TRUE	7
WFM	WFM11	WFM08	WFM_11_08	north	north_F	2015-08-03	2015-08-09	north_F	28.11	FALSE	6
CUR	CUR02	CUR15	CUR_02_15	north	north_F	2015-08-03	2015-08-13	north_F	15.94	FALSE	10
CUR	CUR15	CUR13	CUR_15_13	north	north_F	2015-08-03	2015-08-13	north_F	26.44	FALSE	10
WFM	WFM12	WFM09	WFM_12_09	north	north_F	2015-08-03	2015-08-11	north_F	19.97	FALSE	8
WFM	WFM09	WFM07	WFM_09_07	north	north_F	2015-08-03	2015-08-09	north_F	19.48	TRUE	6
LIJ	LIJ01	LIJ13	LIJ_01_13	north	north_F	2015-08-03	2015-08-11	north_F	19.04	TRUE	8
RCK	RCK07	RCK06	RCK_07_06	north	north_F	2015-08-03	2015-08-16	north_F	26.47	TRUE	13
NMT	NMT03	NMT01	NMT_03_01	north	north_F	2015-08-03	2015-08-09	north_F	30.18	TRUE	6
NMT	NMT09	NMT07	NMT_09_07	north	north_F	2015-08-03	2015-08-17	north_F	20.46	TRUE	14
LIJ	LIJ03	LIJ15	LIJ_03_15	north	north_F	2015-08-03	2015-08-17	north_F	NA	FALSE	14
RCK	RCK02	RCK15	RCK_02_15	north	north_F	2015-08-03	2015-08-11	north_F	23.46	FALSE	8
RCK	RCK05	RCK03	RCK_05_03	north	north_F	2015-08-03	2015-08-25	north_F	11.51	FALSE	22
LIJ	LIJ02	LIJ13	LIJ_02_13	north	north_F	2015-08-03	2015-08-11	north_F	25.86	FALSE	8
LIJ	LIJ07	LIJ03	LIJ_07_03	north	north_F	2015-08-03	2015-08-25	north_F	25.73	FALSE	22
CUR	CUR04	CUR02	CUR_04_02	north	north_F	2015-08-03	2015-08-10	north_F	31.71	FALSE	7
WFM	WFM12	WFM10	WFM_12_10	north	north_F	2015-08-03	2015-08-10	north_F	21.38	FALSE	7
WFM	WFM13	WFM12	WFM_13_12	north	north_F	2015-08-03	2015-08-10	north_F	22.4	FALSE	7
WFM	WFM04	WFM15	WFM_04_15	north	north_F	2015-08-03	2015-08-10	north_F	28	TRUE	7
NMT	NMT14	NMT13	NMT_14_13	north	north_F	2015-08-03	2015-08-10	north_F	30.59	TRUE	7
CUR	CUR12	CUR10	CUR_12_10	north	north_F	2015-08-03	2015-08-12	north_F	29.82	TRUE	9
CUR	CUR08	CUR06	CUR_08_06	north	north_F	2015-08-03	2015-08-11	north_F	24.54	TRUE	8
LIJ	LIJ08	LIJ03	LIJ_08_03	north	north_F	2015-08-03	2015-08-25	north_F	16.56	FALSE	22
RCK	RCK10	RCK08	RCK_10_08	north	north_F	2015-08-03	2015-08-25	north_F	24.63	FALSE	22
RCK	RCK12	RCK11	RCK_12_11	north	north_F	2015-08-03	2015-08-14	north_F	26.43	FALSE	11
NMT	NMT15	NMT13	NMT_15_13	north	north_F	2015-08-03	2015-08-10	north_F	32.28	TRUE	7
WFM	WFM08	WFM05	WFM_08_05	north	north_F	2015-08-03	2015-08-17	north_F	25.31	TRUE	14
RCK	RCK04	RCK01	RCK_04_01	north	north_F	2015-08-03	2015-08-12	north_F	31.49	TRUE	9
RCK	RCK15	RCK12	RCK_15_12	north	north_F	2015-08-03	2015-08-14	north_F	22.93	FALSE	11
NMT	NMT15	NMT14	NMT_15_14	north	north_F	2015-08-03	2015-08-11	north_F	33.45	TRUE	8
RCK	RCK10	RCK07	RCK_10_07	north	north_F	2015-08-03	2015-08-11	north_F	20.46	TRUE	8
LIJ	LIJ14	LIJ12	LIJ_14_12	north	north_F	2015-08-03	2015-08-13	north_F	17.64	TRUE	10
CUR	CUR11	CUR09	CUR_11_09	north	north_F	2015-08-03	2015-08-10	north_F	37.31	TRUE	7
LIJ	LIJ14	LIJ11	LIJ_14_11	north	north_F	2015-08-03	2015-08-14	north_F	NA	FALSE	11
NMT	NMT06	NMT05	NMT_06_05	north	north_F	2015-08-03	2015-08-10	north_F	37.31	TRUE	7
NMT	NMT03	NMT02	NMT_03_02	north	north_F	2015-08-03	2015-08-10	north_F	32.48	FALSE	7
RCK	RCK06	RCK04	RCK_06_04	north	north_F	2015-08-03	2015-08-18	north_F	16.39	FALSE	15
CUR	CUR12	CUR09	CUR_12_09	north	north_F	2015-08-03	2015-08-10	north_F	25.15	TRUE	7
WFM	WFM14	WFM10	WFM_14_10	north	north_F	2015-08-03	2015-08-12	north_F	25	TRUE	9
CUR	CUR07	CUR03	CUR_07_03	north	north_F	2015-08-03	2015-08-10	north_F	30.41	TRUE	7
CUR	CUR12	CUR08	CUR_12_08	north	north_F	2015-08-03	2015-08-10	north_F	38.17	TRUE	7
