"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"NMT","NMT14","NMT11","NMT_14_11","south","south_G","Y","2015-08-23","2015-08-28","south_G",34.23,"YES"
"LIJ","LIJ15","LIJ11","LIJ_15_11","south","south_G","Y","2015-08-23","2015-08-30","south_G",28.27,"YES"
"LIJ","LIJ06","LIJ01","LIJ_06_01","south","south_G","Y","2015-08-23","2015-08-31","south_G",33.41,"YES"
"RCK","RCK02","RCK14","RCK_02_14","south","south_G","Y","2015-08-23","2015-08-29","south_G",37.27,"YES"
"RCK","RCK01","RCK14","RCK_01_14","south","south_G","Y","2015-08-23","2015-09-07","south_G",23.89,"YES"
"WFM","WFM03","WFM02","WFM_03_02","south","south_G","Y","2015-08-23","2015-08-31","",NA,NA
"NMT","NMT13","NMT12","NMT_13_12","south","south_G","Y","2015-08-23","2015-08-29","south_G",28.72,"YES"
"CUR","CUR03","CUR14","CUR_03_14","south","south_G","Y","2015-08-23","2015-08-29","south_G",31.54,"YES"
"WFM","WFM12","WFM09","WFM_12_09","south","south_G","Y","2015-08-23","2015-08-29","south_G",27.1,"YES"
"RCK","RCK14","RCK13","RCK_14_13","south","south_G","Y","2015-08-23","2015-08-29","south_G",25.77,"YES"
"LIJ","LIJ08","LIJ03","LIJ_08_03","south","south_G","Y","2015-08-23","2015-08-30","south_G",30.96,"YES"
"LIJ","LIJ11","LIJ07","LIJ_11_07","south","south_G","Y","2015-08-23","2015-08-29","south_G",34.72,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_G","Y","2015-08-23","2015-08-29","south_G",25.86,"YES"
"NMT","NMT06","NMT03","NMT_06_03","south","south_G","Y","2015-08-23","2015-08-29","south_G",48.92,"YES"
"LIJ","LIJ01","LIJ13","LIJ_01_13","south","south_G","Y","2015-08-23","2015-08-29","south_G",37.74,"YES"
"WFM","WFM11","WFM10","WFM_11_10","south","south_G","Y","2015-08-23","2015-08-29","south_G",24.75,"YES"
"CUR","CUR04","CUR15","CUR_04_15","south","south_G","Y","2015-08-23","2015-08-29","south_G",27.43,"YES"
"NMT","NMT09","NMT08","NMT_09_08","south","south_G","Y","2015-08-23","2015-08-31","south_G",25.54,"YES"
"WFM","WFM06","WFM04","WFM_06_04","south","south_G","Y","2015-08-23","2015-08-29","south_G",18.95,"YES"
"CUR","CUR12","CUR09","CUR_12_09","south","south_G","Y","2015-08-23","2015-08-29","south_G",26.65,"YES"
"LIJ","LIJ03","LIJ15","LIJ_03_15","south","south_G","Y","2015-08-23","2015-08-31","",NA,NA
"CUR","CUR09","CUR06","CUR_09_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",46.83,"YES"
"WFM","WFM14","WFM12","WFM_14_12","south","south_G","Y","2015-08-23","2015-08-28","south_G",10.18,"YES"
"CUR","CUR14","CUR11","CUR_14_11","south","south_G","Y","2015-08-23","2015-08-30","south_G",41.26,"YES"
"NMT","NMT05","NMT04","NMT_05_04","south","south_G","Y","2015-08-23","2015-08-28","south_G",35.83,"YES"
"RCK","RCK04","RCK01","RCK_04_01","south","south_G","Y","2015-08-23",NA,"",NA,NA
"LIJ","LIJ10","LIJ06","LIJ_10_06","south","south_G","Y","2015-08-23","2015-08-30","south_G",40.32,"YES"
"CUR","CUR14","CUR10","CUR_14_10","south","south_G","Y","2015-08-23","2015-08-29","south_G",29.23,"YES"
"RCK","RCK15","RCK12","RCK_15_12","south","south_G","Y","2015-08-23","2015-08-30","south_G",20.2,"YES"
"WFM","WFM01","WFM13","WFM_01_13","south","south_G","Y","2015-08-23","2015-08-31","south_G",34.43,"YES"
"RCK","RCK12","RCK09","RCK_12_09","south","south_G","Y","2015-08-23","2015-08-31","south_G",21.42,"YES"
"NMT","NMT02","NMT14","NMT_02_14","south","south_G","Y","2015-08-23","2015-08-29","south_G",42.38,"YES"
"RCK","RCK07","RCK05","RCK_07_05","south","south_G","Y","2015-08-23","2015-09-01","south_G",29.96,"NO"
"WFM","WFM15","WFM14","WFM_15_14","south","south_G","Y","2015-08-23","2015-08-28","south_G",31.16,"YES"
"WFM","WFM06","WFM02","WFM_06_02","south","south_G","Y","2015-08-23","2015-08-28","south_G",24.1,"YES"
"CUR","CUR08","CUR05","CUR_08_05","south","south_G","Y","2015-08-23","2015-08-29","south_G",30.28,"YES"
"CUR","CUR07","CUR05","CUR_07_05","south","south_G","Y","2015-08-23","2015-08-28","south_G",28.9,"YES"
"LIJ","LIJ08","LIJ06","LIJ_08_06","south","south_G","Y","2015-08-23","2015-08-30","south_G",27.87,"YES"
"CUR","CUR06","CUR04","CUR_06_04","south","south_G","Y","2015-08-23","2015-08-30","south_G",31.51,"YES"
"NMT","NMT06","NMT04","NMT_06_04","south","south_G","Y","2015-08-23","2015-08-29","south_G",31.72,"YES"
"NMT","NMT15","NMT12","NMT_15_12","south","south_G","Y","2015-08-23","2015-08-29","south_G",33.87,"YES"
"RCK","RCK02","RCK01","RCK_02_01","south","south_G","Y","2015-08-23",NA,"",NA,NA
"NMT","NMT11","NMT08","NMT_11_08","south","south_G","Y","2015-08-23","2015-08-29","south_G",NA,"NO"
"NMT","NMT03","NMT15","NMT_03_15","south","south_G","Y","2015-08-23","2015-08-29","south_G",44.71,"YES"
"NMT","NMT08","NMT06","NMT_08_06","south","south_G","Y","2015-08-23","2015-08-30","south_G",34.24,"YES"
"CUR","CUR01","CUR13","CUR_01_13","south","south_G","Y","2015-08-23","2015-08-28","south_G",27.15,"YES"
"LIJ","LIJ12","LIJ08","LIJ_12_08","south","south_G","Y","2015-08-23","2015-08-29","south_G",26.65,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_G","Y","2015-08-23","2015-08-31","south_G",34.01,"YES"
"CUR","CUR03","CUR01","CUR_03_01","south","south_G","Y","2015-08-23","2015-08-29","south_G",28.83,"YES"
"LIJ","LIJ09","LIJ07","LIJ_09_07","south","south_G","Y","2015-08-23","2015-08-29","south_G",36.52,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_G","Y","2015-08-23","2015-08-30","south_G",34.26,"NO"
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_G","Y","2015-08-23","2015-08-30","south_G",38,"YES"
"CUR","CUR04","CUR02","CUR_04_02","south","south_G","Y","2015-08-23","2015-08-29","south_G",46.5,"YES"
"LIJ","LIJ07","LIJ03","LIJ_07_03","south","south_G","Y","2015-08-23","2015-08-30","south_G",38.6,"YES"
"RCK","RCK03","RCK02","RCK_03_02","south","south_G","Y","2015-08-23","2015-09-01","south_G",21.43,"NO"
"WFM","WFM10","WFM08","WFM_10_08","south","south_G","Y","2015-08-23","2015-08-29","south_G",29.01,"YES"
"RCK","RCK08","RCK05","RCK_08_05","south","south_G","Y","2015-08-23","2015-08-31","south_G",27.4,"YES"
"RCK","RCK10","RCK08","RCK_10_08","south","south_G","Y","2015-08-23","2015-08-31","south_G",28.75,"YES"
"LIJ","LIJ10","LIJ07","LIJ_10_07","south","south_G","N","2015-08-23",NA,"",NA,NA
"WFM","WFM13","WFM12","WFM_13_12","south","south_G","Y","2015-08-23","2015-08-29","south_G",23.69,"YES"
"RCK","RCK14","RCK12","RCK_14_12","south","south_G","Y","2015-08-23","2015-09-01","south_G",30.52,"YES"
"NMT","NMT09","NMT06","NMT_09_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",38.39,"YES"
"NMT","NMT03","NMT02","NMT_03_02","south","south_G","Y","2015-08-23","2015-08-29","south_G",53.38,"YES"
"NMT","NMT10","NMT08","NMT_10_08","south","south_G","Y","2015-08-23","2015-08-29","south_G",36.2,"YES"
"CUR","CUR02","CUR15","CUR_02_15","south","south_G","Y","2015-08-23","2015-08-29","south_G",26.84,"YES"
"RCK","RCK08","RCK06","RCK_08_06","south","south_G","Y","2015-08-23","2015-09-01","south_G",28.18,"YES"
"RCK","RCK14","RCK11","RCK_14_11","south","south_G","N","2015-08-23",NA,"",NA,NA
"WFM","WFM12","WFM08","WFM_12_08","south","south_G","Y","2015-08-23","2015-08-29","south_G",33.69,"YES"
"CUR","CUR15","CUR13","CUR_15_13","south","south_G","Y","2015-08-23","2015-08-31","south_G",42.46,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_G","Y","2015-08-23","2015-08-30","south_G",23.47,"YES"
"WFM","WFM10","WFM09","WFM_10_09","south","south_G","Y","2015-08-23","2015-08-29","south_G",30.11,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_G","Y","2015-08-23","2015-08-31","south_G",34.95,"YES"
"NMT","NMT01","NMT14","NMT_01_14","south","south_G","Y","2015-08-23","2015-08-28","south_G",35.9,"YES"
"CUR","CUR01","CUR14","CUR_01_14","south","south_G","Y","2015-08-23","2015-08-29","south_G",40.12,"YES"
"WFM","WFM14","WFM11","WFM_14_11","south","south_G","Y","2015-08-23","2015-08-29","south_G",35.84,"YES"
"LIJ","LIJ07","LIJ05","LIJ_07_05","south","south_G","Y","2015-08-23","2015-09-02","south_G",14.79,"NO"
"CUR","CUR08","CUR04","CUR_08_04","south","south_G","Y","2015-08-23","2015-08-30","south_G",28.44,"YES"
"WFM","WFM09","WFM06","WFM_09_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",29.52,"YES"
"CUR","CUR10","CUR07","CUR_10_07","south","south_G","Y","2015-08-23","2015-08-29","south_G",42.52,"YES"
"WFM","WFM08","WFM07","WFM_08_07","south","south_G","Y","2015-08-23","2015-08-29","south_G",40.34,"YES"
"CUR","CUR11","CUR09","CUR_11_09","south","south_G","Y","2015-08-23","2015-08-28","south_G",41.25,"YES"
"WFM","WFM05","WFM04","WFM_05_04","south","south_G","N","2015-08-23",NA,"",NA,NA
"CUR","CUR10","CUR06","CUR_10_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",37.42,"YES"
"LIJ","LIJ05","LIJ02","LIJ_05_02","south","south_G","Y","2015-08-23","2015-08-31","south_G",22.5,"YES"
"WFM","WFM05","WFM01","WFM_05_01","south","south_G","Y","2015-08-23","2015-08-29","south_G",35.99,"YES"
"LIJ","LIJ09","LIJ05","LIJ_09_05","south","south_G","Y","2015-08-23","2015-09-01","south_G",34.61,"YES"
"LIJ","LIJ14","LIJ11","LIJ_14_11","south","south_G","Y","2015-08-23","2015-09-03","south_G",27.96,"YES"
"WFM","WFM10","WFM06","WFM_10_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",26.59,"YES"
"CUR","CUR01","CUR12","CUR_01_12","south","south_G","Y","2015-08-23","2015-08-30","south_G",47.75,"YES"
"WFM","WFM03","WFM14","WFM_03_14","south","south_G","Y","2015-08-23","2015-08-28","south_G",25.75,"YES"
"RCK","RCK09","RCK07","RCK_09_07","south","south_G","Y","2015-08-23","2015-08-31","south_G",20.44,"YES"
"RCK","RCK01","RCK15","RCK_01_15","south","south_G","Y","2015-08-23","2015-09-01","south_G",13.27,"YES"
"CUR","CUR13","CUR10","CUR_13_10","south","south_G","Y","2015-08-23","2015-08-29","south_G",39.07,"YES"
"CUR","CUR09","CUR05","CUR_09_05","south","south_G","Y","2015-08-23","2015-08-30","south_G",31.15,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_G","Y","2015-08-23","2015-09-02","south_G",18.06,"YES"
"NMT","NMT10","NMT09","NMT_10_09","south","south_G","Y","2015-08-23","2015-08-30","south_G",35.78,"YES"
"CUR","CUR08","CUR06","CUR_08_06","south","south_G","Y","2015-08-23","2015-08-29","south_G",43.21,"YES"
"LIJ","LIJ14","LIJ10","LIJ_14_10","south","south_G","Y","2015-08-23","2015-08-31","south_G",16.74,"YES"
"LIJ","LIJ13","LIJ11","LIJ_13_11","south","south_G","Y","2015-08-23","2015-09-03","",NA,NA
"CUR","CUR07","CUR04","CUR_07_04","south","south_G","Y","2015-08-23","2015-08-29","south_G",29.63,"YES"
"LIJ","LIJ09","LIJ06","LIJ_09_06","south","south_G","Y","2015-08-23","2015-08-30","south_G",27.15,"YES"
"RCK","RCK05","RCK03","RCK_05_03","south","south_G","Y","2015-08-23","2015-09-03","south_G",17.72,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_G","Y","2015-08-23","2015-08-29","south_G",30.39,"YES"
"RCK","RCK11","RCK09","RCK_11_09","south","south_G","Y","2015-08-23","2015-08-31","south_G",14.52,"YES"
"CUR","CUR05","CUR03","CUR_05_03","south","south_G","N","2015-08-23",NA,"",NA,NA
"CUR","CUR13","CUR09","CUR_13_09","south","south_G","Y","2015-08-23","2015-08-29","south_G",44.48,"YES"
"RCK","RCK07","RCK04","RCK_07_04","south","south_H","Y","2015-08-23","2015-09-13","south_H",10.71,"YES"
"WFM","WFM04","WFM15","WFM_04_15","south","south_H","Y","2015-08-23","2015-08-30","south_H",36.42,"YES"
"WFM","WFM15","WFM13","WFM_15_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",23.15,"YES"
"NMT","NMT08","NMT05","NMT_08_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",41.07,"YES"
"WFM","WFM02","WFM13","WFM_02_13","south","south_H","Y","2015-08-23","2015-08-29","south_H",22.71,"YES"
"RCK","RCK13","RCK12","RCK_13_12","south","south_H","Y","2015-08-23","2015-09-01","south_H",28.4,"YES"
"WFM","WFM01","WFM14","WFM_01_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.83,"YES"
"WFM","WFM10","WFM09","WFM_10_09","south","south_H","Y","2015-08-23","2015-08-29","south_H",20.47,"YES"
"NMT","NMT14","NMT12","NMT_14_12","south","south_H","Y","2015-08-23","2015-08-28","south_H",32.72,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_H","Y","2015-08-23","2015-08-31","south_H",31.76,"YES"
"CUR","CUR07","CUR03","CUR_07_03","south","south_H","Y","2015-08-23","2015-08-29","south_H",33.72,"YES"
"CUR","CUR12","CUR09","CUR_12_09","south","south_H","Y","2015-08-23","2015-08-30","south_H",47.68,"YES"
"RCK","RCK04","RCK02","RCK_04_02","south","south_H","Y","2015-08-23","2015-09-01","",NA,NA
"RCK","RCK09","RCK08","RCK_09_08","south","south_H","Y","2015-08-23","2015-08-31","south_H",29.01,"YES"
"LIJ","LIJ07","LIJ05","LIJ_07_05","south","south_H","Y","2015-08-23","2015-08-31","south_H",28.19,"YES"
"NMT","NMT13","NMT11","NMT_13_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",38.86,"YES"
"NMT","NMT10","NMT07","NMT_10_07","south","south_H","Y","2015-08-23","2015-09-01","south_H",26.43,"YES"
"CUR","CUR14","CUR11","CUR_14_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",21.11,"YES"
"WFM","WFM02","WFM01","WFM_02_01","south","south_H","Y","2015-08-23","2015-08-29","south_H",30.93,"YES"
"NMT","NMT14","NMT11","NMT_14_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",30.09,"YES"
"CUR","CUR08","CUR05","CUR_08_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",39.75,"YES"
"RCK","RCK04","RCK01","RCK_04_01","south","south_H","Y","2015-08-23","2015-08-31","south_H",31.93,"YES"
"LIJ","LIJ15","LIJ11","LIJ_15_11","south","south_H","Y","2015-08-23","2015-08-31","south_H",29.73,"YES"
"CUR","CUR11","CUR09","CUR_11_09","south","south_H","Y","2015-08-23","2015-08-31","south_H",31.77,"YES"
"WFM","WFM11","WFM07","WFM_11_07","south","south_H","Y","2015-08-23","2015-08-28","south_H",26.02,"YES"
"RCK","RCK03","RCK02","RCK_03_02","south","south_H","Y","2015-08-23","2015-09-18","",NA,NA
"NMT","NMT05","NMT03","NMT_05_03","south","south_H","Y","2015-08-23","2015-08-28","south_H",32.75,"YES"
"RCK","RCK02","RCK15","RCK_02_15","south","south_H","Y","2015-08-23","2015-08-31","south_H",22.65,"YES"
"RCK","RCK14","RCK11","RCK_14_11","south","south_H","Y","2015-08-23","2015-09-03","south_H",22.46,"YES"
"NMT","NMT10","NMT09","NMT_10_09","south","south_H","Y","2015-08-23","2015-08-30","south_H",50.07,"YES"
"CUR","CUR11","CUR08","CUR_11_08","south","south_H","Y","2015-08-23","2015-08-29","south_H",22.74,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_H","Y","2015-08-23","2015-08-31","south_H",25.9,"YES"
"WFM","WFM13","WFM09","WFM_13_09","south","south_H","Y","2015-08-23","2015-08-28","south_H",26.37,"YES"
"RCK","RCK11","RCK09","RCK_11_09","south","south_H","Y","2015-08-23","2015-08-30","south_H",36.06,"YES"
"RCK","RCK12","RCK09","RCK_12_09","south","south_H","Y","2015-08-23","2015-09-13","south_H",33.96,"YES"
"LIJ","LIJ10","LIJ07","LIJ_10_07","south","south_H","Y","2015-08-23","2015-08-30","south_H",25.39,"YES"
"NMT","NMT04","NMT03","NMT_04_03","south","south_H","Y","2015-08-23","2015-08-29","south_H",35.64,"YES"
"LIJ","LIJ13","LIJ11","LIJ_13_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",27.6,"YES"
"CUR","CUR02","CUR14","CUR_02_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",20.21,"YES"
"LIJ","LIJ09","LIJ07","LIJ_09_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",39.18,"YES"
"LIJ","LIJ03","LIJ15","LIJ_03_15","south","south_H","Y","2015-08-23","2015-09-02","south_H",20.97,"YES"
"RCK","RCK14","RCK13","RCK_14_13","south","south_H","Y","2015-08-23","2015-08-31","south_H",20.23,"YES"
"NMT","NMT15","NMT14","NMT_15_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",7.13,"YES"
"CUR","CUR13","CUR10","CUR_13_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",65.49,"YES"
"LIJ","LIJ07","LIJ02","LIJ_07_02","south","south_H","Y","2015-08-23","2015-09-04","",NA,NA
"CUR","CUR10","CUR07","CUR_10_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",29.46,"YES"
"RCK","RCK15","RCK12","RCK_15_12","south","south_H","Y","2015-08-23","2015-08-31","south_H",33.87,"YES"
"RCK","RCK09","RCK07","RCK_09_07","south","south_H","Y","2015-08-23","2015-09-01","south_H",29.61,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_H","Y","2015-08-23","2015-09-03","south_H",24.44,"YES"
"LIJ","LIJ12","LIJ10","LIJ_12_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",36.31,"YES"
"WFM","WFM03","WFM02","WFM_03_02","south","south_H","Y","2015-08-23","2015-08-31","south_H",22.06,"YES"
"CUR","CUR03","CUR15","CUR_03_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",35.23,"YES"
"CUR","CUR08","CUR04","CUR_08_04","south","south_H","Y","2015-08-23","2015-08-29","south_H",25.39,"YES"
"CUR","CUR01","CUR14","CUR_01_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",30.86,"YES"
"NMT","NMT09","NMT08","NMT_09_08","south","south_H","Y","2015-08-23","2015-08-30","south_H",46.54,"YES"
"CUR","CUR10","CUR08","CUR_10_08","south","south_H","Y","2015-08-23","2015-08-29","south_H",40.42,"YES"
"WFM","WFM14","WFM12","WFM_14_12","south","south_H","Y","2015-08-23","2015-08-29","south_H",40.32,"YES"
"CUR","CUR15","CUR11","CUR_15_11","south","south_H","Y","2015-08-23","2015-08-30","south_H",47.2,"YES"
"RCK","RCK13","RCK11","RCK_13_11","south","south_H","Y","2015-08-23","2015-08-31","south_H",54.09,"YES"
"WFM","WFM08","WFM07","WFM_08_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",29.48,"YES"
"NMT","NMT07","NMT05","NMT_07_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",33.44,"YES"
"WFM","WFM11","WFM08","WFM_11_08","south","south_H","Y","2015-08-23","2015-08-29","south_H",33.05,"YES"
"CUR","CUR05","CUR01","CUR_05_01","south","south_H","Y","2015-08-23","2015-08-29","south_H",24.89,"YES"
"NMT","NMT11","NMT10","NMT_11_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.28,"YES"
"RCK","RCK06","RCK03","RCK_06_03","south","south_H","Y","2015-08-23","2015-09-13","south_H",20.97,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_H","Y","2015-08-23","2015-08-31","south_H",34.9,"YES"
"WFM","WFM09","WFM05","WFM_09_05","south","south_H","Y","2015-08-23","2015-08-29","south_H",44.44,"YES"
"CUR","CUR05","CUR02","CUR_05_02","south","south_H","Y","2015-08-23","2015-08-28","south_H",47.66,"YES"
"RCK","RCK07","RCK05","RCK_07_05","south","south_H","Y","2015-08-23","2015-08-31","south_H",11.44,"NO"
"WFM","WFM09","WFM07","WFM_09_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",14.44,"YES"
"WFM","WFM06","WFM04","WFM_06_04","south","south_H","Y","2015-08-23","2015-08-30","south_H",24.66,"YES"
"NMT","NMT02","NMT15","NMT_02_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",27.77,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_H","Y","2015-08-23","2015-08-31","south_H",26.72,"YES"
"CUR","CUR14","CUR12","CUR_14_12","south","south_H","Y","2015-08-23","2015-08-31","south_H",41.96,"YES"
"CUR","CUR13","CUR11","CUR_13_11","south","south_H","Y","2015-08-23","2015-08-30","south_H",26.88,"YES"
"RCK","RCK06","RCK05","RCK_06_05","south","south_H","Y","2015-08-23","2015-08-30","south_H",26.89,"YES"
"WFM","WFM01","WFM13","WFM_01_13","south","south_H","Y","2015-08-23","2015-08-28","south_H",45.63,"YES"
"NMT","NMT01","NMT14","NMT_01_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",39.21,"YES"
"LIJ","LIJ13","LIJ10","LIJ_13_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",29.38,"YES"
"RCK","RCK01","RCK15","RCK_01_15","south","south_H","Y","2015-08-23","2015-08-31","south_H",21.47,"YES"
"CUR","CUR15","CUR12","CUR_15_12","south","south_H","Y","2015-08-23","2015-08-30","south_H",39.29,"YES"
"NMT","NMT04","NMT02","NMT_04_02","south","south_H","Y","2015-08-23","2015-08-30","south_H",63.02,"YES"
"NMT","NMT03","NMT02","NMT_03_02","south","south_H","Y","2015-08-23","2015-08-29","south_H",55.92,"YES"
"LIJ","LIJ11","LIJ07","LIJ_11_07","south","south_H","Y","2015-08-23","2015-09-04","",NA,NA
"WFM","WFM03","WFM15","WFM_03_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",19.57,"YES"
"RCK","RCK14","RCK12","RCK_14_12","south","south_H","Y","2015-08-23","2015-09-03","south_H",30.29,"YES"
"WFM","WFM13","WFM11","WFM_13_11","south","south_H","Y","2015-08-23","2015-08-29","south_H",34.4,"YES"
"RCK","RCK11","RCK10","RCK_11_10","south","south_H","Y","2015-08-23","2015-09-01","south_H",25.93,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",28.81,"YES"
"LIJ","LIJ05","LIJ15","LIJ_05_15","south","south_H","Y","2015-08-23","2015-09-11","",NA,NA
"WFM","WFM04","WFM14","WFM_04_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",26,"YES"
"WFM","WFM11","WFM10","WFM_11_10","south","south_H","Y","2015-08-23","2015-08-29","south_H",43.89,"YES"
"CUR","CUR07","CUR04","CUR_07_04","south","south_H","Y","2015-08-23","2015-08-29","south_H",37.07,"YES"
"LIJ","LIJ11","LIJ08","LIJ_11_08","south","south_H","Y","2015-08-23","2015-09-01","south_H",39.54,"YES"
"LIJ","LIJ15","LIJ12","LIJ_15_12","south","south_H","Y","2015-08-23","2015-08-30","south_H",19.09,"YES"
"RCK","RCK01","RCK13","RCK_01_13","south","south_H","Y","2015-08-23","2015-09-01","south_H",24.85,"YES"
"LIJ","LIJ14","LIJ12","LIJ_14_12","south","south_H","Y","2015-08-23","2015-08-31","south_H",31.76,"YES"
"RCK","RCK01","RCK14","RCK_01_14","south","south_H","Y","2015-08-23","2015-09-02","south_H",18.01,"YES"
"CUR","CUR13","CUR09","CUR_13_09","south","south_H","Y","2015-08-23","2015-08-31","south_H",28.03,"YES"
"LIJ","LIJ12","LIJ08","LIJ_12_08","south","south_H","Y","2015-08-23","2015-09-01","south_H",27.22,"YES"
"NMT","NMT03","NMT15","NMT_03_15","south","south_H","Y","2015-08-23","2015-08-29","south_H",24.91,"YES"
"NMT","NMT08","NMT06","NMT_08_06","south","south_H","Y","2015-08-23","2015-08-29","south_H",37.86,"YES"
"RCK","RCK06","RCK04","RCK_06_04","south","south_H","Y","2015-08-23","2015-09-09","south_H",18.54,"YES"
"CUR","CUR04","CUR15","CUR_04_15","south","south_H","Y","2015-08-23","2015-09-01","south_H",37.76,"YES"
"WFM","WFM12","WFM10","WFM_12_10","south","south_H","Y","2015-08-23","2015-08-28","south_H",19.55,"NO"
"WFM","WFM06","WFM02","WFM_06_02","south","south_H","Y","2015-08-23","2015-08-28","south_H",37.87,"YES"
"RCK","RCK08","RCK06","RCK_08_06","south","south_H","Y","2015-08-23","2015-09-15","",NA,NA
"LIJ","LIJ05","LIJ02","LIJ_05_02","south","south_H","Y","2015-08-23","2015-09-02","south_H",47.11,"YES"
"WFM","WFM15","WFM14","WFM_15_14","south","south_H","Y","2015-08-23","2015-08-29","south_H",20.66,"YES"
"CUR","CUR12","CUR08","CUR_12_08","south","south_H","Y","2015-08-23","2015-08-28","south_H",19.36,"YES"
"NMT","NMT07","NMT06","NMT_07_06","south","south_H","Y","2015-08-23","2015-08-29","south_H",15.44,"YES"
"WFM","WFM05","WFM01","WFM_05_01","south","south_H","Y","2015-08-23","2015-08-29","south_H",41.18,"YES"
"NMT","NMT14","NMT13","NMT_14_13","south","south_H","Y","2015-08-23","2015-08-28","south_H",24.44,"YES"
"CUR","CUR11","CUR07","CUR_11_07","south","south_H","Y","2015-08-23","2015-08-29","south_H",27.33,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_H","Y","2015-08-23","2015-08-29","south_H",51.45,"YES"
"RCK","RCK15","RCK14","RCK_15_14","south","south_H","Y","2015-08-23","2015-09-01","south_H",23.45,"YES"
"CUR","CUR05","CUR03","CUR_05_03","south","south_H","Y","2015-08-23","2015-08-31","south_H",33.76,"YES"
"CUR","CUR03","CUR01","CUR_03_01","south","south_H","Y","2015-08-23","2015-08-29","south_H",32.25,"YES"
"LIJ","LIJ07","LIJ03","LIJ_07_03","south","south_H","Y","2015-08-23","2015-08-30","south_H",33.16,"YES"
"LIJ","LIJ10","LIJ06","LIJ_10_06","south","south_H","Y","2015-08-23","2015-08-30","south_H",28.37,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","south","south_H","Y","2015-08-23","2015-08-30","south_H",32.89,"YES"
"CUR","CUR09","CUR06","CUR_09_06","south","south_H","Y","2015-08-23","2015-08-28","south_H",26.32,"YES"
"LIJ","LIJ13","LIJ09","LIJ_13_09","south","south_H","Y","2015-08-23","2015-08-30","south_H",34.9,"YES"
"NMT","NMT13","NMT12","NMT_13_12","south","south_H","Y","2015-08-23","2015-08-30","south_H",45.61,"YES"
"NMT","NMT15","NMT12","NMT_15_12","south","south_H","Y","2015-08-23","2015-08-29","south_H",41.17,"YES"
"RCK","RCK05","RCK03","RCK_05_03","south","south_H","Y","2015-08-23","2015-09-01","south_H",18.75,"YES"
"NMT","NMT06","NMT04","NMT_06_04","south","south_H","Y","2015-08-23","2015-08-30","south_H",47.27,"YES"
"RCK","RCK10","RCK07","RCK_10_07","south","south_H","Y","2015-08-23","2015-08-30","south_H",30.15,"YES"
