"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"RCK","RCK01","RCK15","RCK_01_15","south","south_L","Y","2015-08-23","2015-09-01","south_L",22.91,"YES"
"LIJ","LIJ01","LIJ13","LIJ_01_13","south","south_L","Y","2015-08-23","2015-08-29","south_L",9.22,"YES"
"LIJ","LIJ03","LIJ15","LIJ_03_15","south","south_L","Y","2015-08-23","2015-08-31","south_L",16.75,"YES"
"LIJ","LIJ11","LIJ08","LIJ_11_08","south","south_L","Y","2015-08-23","2015-08-29","south_L",5.86,"YES"
"WFM","WFM12","WFM09","WFM_12_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",22.36,"YES"
"NMT","NMT14","NMT11","NMT_14_11","south","south_L","Y","2015-08-23","2015-08-28","south_L",21.74,"YES"
"CUR","CUR06","CUR03","CUR_06_03","south","south_L","Y","2015-08-23","2015-08-28","south_L",17.48,"YES"
"WFM","WFM08","WFM05","WFM_08_05","south","south_L","Y","2015-08-23","2015-08-29","south_L",NA,"YES"
"NMT","NMT07","NMT04","NMT_07_04","south","south_L","Y","2015-08-23","2015-08-30","south_L",15.63,"YES"
"LIJ","LIJ01","LIJ14","LIJ_01_14","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"YES"
"RCK","RCK12","RCK10","RCK_12_10","south","south_L","Y","2015-08-23","2015-08-31","south_L",NA,"NO"
"RCK","RCK09","RCK07","RCK_09_07","south","south_L","Y","2015-08-23","2015-08-30","south_L",6.08,"YES"
"NMT","NMT06","NMT03","NMT_06_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",NA,"NO"
"RCK","RCK01","RCK13","RCK_01_13","south","south_L","Y","2015-08-23","2015-09-01","south_L",NA,"NO"
"CUR","CUR05","CUR02","CUR_05_02","south","south_L","Y","2015-08-23","2015-08-29","south_L",23.56,"YES"
"WFM","WFM01","WFM14","WFM_01_14","south","south_L","Y","2015-08-23","2015-08-30","south_L",20.93,"YES"
"RCK","RCK15","RCK14","RCK_15_14","south","south_L","Y","2015-08-23","2015-08-30","south_L",NA,"YES"
"LIJ","LIJ07","LIJ03","LIJ_07_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",26.22,"YES"
"WFM","WFM01","WFM13","WFM_01_13","south","south_L","Y","2015-08-23","2015-08-28","south_L",26.52,"YES"
"LIJ","LIJ09","LIJ07","LIJ_09_07","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"NO"
"LIJ","LIJ05","LIJ02","LIJ_05_02","south","south_L","Y","2015-08-23","2015-08-30","south_L",NA,"YES"
"LIJ","LIJ10","LIJ07","LIJ_10_07","south","south_L","Y","2015-08-23","2015-08-31","south_L",24.45,"YES"
"NMT","NMT14","NMT13","NMT_14_13","south","south_L","Y","2015-08-23","2015-08-28","south_L",22.96,"YES"
"NMT","NMT05","NMT04","NMT_05_04","south","south_L","Y","2015-08-23","2015-08-28","south_L",27.39,"YES"
"CUR","CUR02","CUR13","CUR_02_13","south","south_L","Y","2015-08-23","2015-08-29","south_L",19.42,"YES"
"CUR","CUR09","CUR06","CUR_09_06","south","south_L","Y","2015-08-23","2015-08-28","south_L",36.68,"YES"
"WFM","WFM06","WFM02","WFM_06_02","south","south_L","Y","2015-08-23","2015-08-28","south_L",28.82,"YES"
"NMT","NMT04","NMT01","NMT_04_01","south","south_L","Y","2015-08-23","2015-08-29","south_L",NA,"NO"
"CUR","CUR12","CUR08","CUR_12_08","south","south_L","Y","2015-08-23","2015-08-28","south_L",22.42,"NO"
"NMT","NMT08","NMT06","NMT_08_06","south","south_L","Y","2015-08-23","2015-09-04","south_L",NA,"NO"
"LIJ","LIJ11","LIJ07","LIJ_11_07","south","south_L","Y","2015-08-23","2015-08-30","south_L",16.4,"YES"
"NMT","NMT15","NMT14","NMT_15_14","south","south_L","Y","2015-08-23","2015-08-29","south_L",44.58,"YES"
"LIJ","LIJ03","LIJ01","LIJ_03_01","south","south_L","Y","2015-08-23","2015-08-31","south_L",28.55,"YES"
"RCK","RCK12","RCK09","RCK_12_09","south","south_L","Y","2015-08-23","2015-08-31","south_L",32.67,"YES"
"RCK","RCK04","RCK01","RCK_04_01","south","south_L","Y","2015-08-23","2015-09-01","south_L",NA,"NO"
"CUR","CUR02","CUR15","CUR_02_15","south","south_L","Y","2015-08-23","2015-08-29","south_L",31.66,"YES"
"LIJ","LIJ11","LIJ09","LIJ_11_09","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"NO"
"WFM","WFM14","WFM11","WFM_14_11","south","south_L","Y","2015-08-23","2015-08-29","south_L",7.75,"YES"
"WFM","WFM03","WFM15","WFM_03_15","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"YES"
"CUR","CUR14","CUR12","CUR_14_12","south","south_L","Y","2015-08-23","2015-08-29","south_L",36.64,"YES"
"NMT","NMT01","NMT13","NMT_01_13","south","south_L","Y","2015-08-23","2015-08-29","south_L",33.2,"NO"
"LIJ","LIJ09","LIJ05","LIJ_09_05","south","south_L","Y","2015-08-23","2015-08-30","south_L",35.49,"YES"
"CUR","CUR14","CUR10","CUR_14_10","south","south_L","Y","2015-08-23","2015-08-30","south_L",55.33,"YES"
"CUR","CUR07","CUR04","CUR_07_04","south","south_L","Y","2015-08-23","2015-08-29","south_L",33.66,"YES"
"WFM","WFM09","WFM06","WFM_09_06","south","south_L","Y","2015-08-23","2015-08-29","south_L",12.12,"YES"
"WFM","WFM15","WFM11","WFM_15_11","south","south_L","Y","2015-08-23","2015-08-28","south_L",12.41,"YES"
"WFM","WFM02","WFM13","WFM_02_13","south","south_L","Y","2015-08-23","2015-08-28","south_L",18.41,"YES"
"CUR","CUR01","CUR14","CUR_01_14","south","south_L","Y","2015-08-23","2015-08-30","south_L",27.69,"YES"
"CUR","CUR11","CUR09","CUR_11_09","south","south_L","Y","2015-08-23","2015-08-31","south_L",60.63,"YES"
"LIJ","LIJ13","LIJ10","LIJ_13_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",31.46,"YES"
"NMT","NMT02","NMT14","NMT_02_14","south","south_L","N","2015-08-23",NA,"",NA,NA
"RCK","RCK06","RCK04","RCK_06_04","south","south_L","Y","2015-08-23","2015-09-01","south_L",32.61,"YES"
"RCK","RCK13","RCK10","RCK_13_10","south","south_L","N","2015-08-23",NA,"",NA,NA
"WFM","WFM11","WFM07","WFM_11_07","south","south_L","Y","2015-08-23","2015-08-29","south_L",30.69,"YES"
"NMT","NMT01","NMT14","NMT_01_14","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"NO"
"CUR","CUR06","CUR04","CUR_06_04","south","south_L","Y","2015-08-23","2015-08-29","south_L",34.45,"YES"
"CUR","CUR15","CUR12","CUR_15_12","south","south_L","Y","2015-08-23","2015-08-29","south_L",40.85,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","south","south_L","Y","2015-08-23","2015-08-31","south_L",37.54,"YES"
"LIJ","LIJ12","LIJ08","LIJ_12_08","south","south_L","Y","2015-08-23","2015-08-30","south_L",37.08,"NO"
"WFM","WFM13","WFM09","WFM_13_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",44.65,"YES"
"WFM","WFM03","WFM14","WFM_03_14","south","south_L","Y","2015-08-23","2015-08-29","south_L",34.09,"YES"
"NMT","NMT10","NMT09","NMT_10_09","south","south_L","Y","2015-08-23","2015-08-30","south_L",27.71,"NO"
"CUR","CUR08","CUR04","CUR_08_04","south","south_L","Y","2015-08-23","2015-08-29","south_L",32.72,"YES"
"CUR","CUR05","CUR01","CUR_05_01","south","south_L","Y","2015-08-23","2015-08-29","south_L",16.17,"YES"
"WFM","WFM07","WFM04","WFM_07_04","south","south_L","Y","2015-08-23","2015-08-31","south_L",11.46,"YES"
"WFM","WFM15","WFM14","WFM_15_14","south","south_L","Y","2015-08-23","2015-08-29","south_L",32.27,"YES"
"LIJ","LIJ06","LIJ01","LIJ_06_01","south","south_L","Y","2015-08-23","2015-08-31","south_L",NA,"NO"
"NMT","NMT14","NMT12","NMT_14_12","south","south_L","Y","2015-08-23","2015-08-28","south_L",52.61,"YES"
"CUR","CUR02","CUR14","CUR_02_14","south","south_L","Y","2015-08-23","2015-08-31","south_L",44.79,"YES"
"LIJ","LIJ15","LIJ12","LIJ_15_12","south","south_L","Y","2015-08-23","2015-09-01","south_L",34.33,"YES"
"RCK","RCK08","RCK05","RCK_08_05","south","south_L","Y","2015-08-23","2015-08-30","south_L",22.66,"YES"
"NMT","NMT12","NMT11","NMT_12_11","south","south_L","Y","2015-08-23","2015-08-29","south_L",33.12,"YES"
"NMT","NMT03","NMT15","NMT_03_15","south","south_L","Y","2015-08-23","2015-08-29","south_L",NA,"YES"
"RCK","RCK04","RCK03","RCK_04_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",8.56,"YES"
"WFM","WFM02","WFM01","WFM_02_01","south","south_L","Y","2015-08-23","2015-08-30","",NA,NA
"WFM","WFM04","WFM15","WFM_04_15","south","south_L","Y","2015-08-23","2015-08-31","south_L",26.74,"YES"
"NMT","NMT02","NMT01","NMT_02_01","south","south_L","Y","2015-08-23","2015-08-31","south_L",38.68,"YES"
"WFM","WFM10","WFM08","WFM_10_08","south","south_L","Y","2015-08-23","2015-08-29","south_L",43.3,"YES"
"WFM","WFM04","WFM02","WFM_04_02","south","south_L","Y","2015-08-23","2015-08-30","south_L",28.31,"YES"
"CUR","CUR03","CUR14","CUR_03_14","south","south_L","Y","2015-08-23","2015-08-30","south_L",48.78,"YES"
"WFM","WFM15","WFM13","WFM_15_13","south","south_L","Y","2015-08-23","2015-08-30","south_L",24.66,"YES"
"NMT","NMT09","NMT08","NMT_09_08","south","south_L","Y","2015-08-23","2015-08-29","south_L",20.38,"YES"
"RCK","RCK10","RCK07","RCK_10_07","south","south_L","Y","2015-08-23","2015-08-31","south_L",13.8,"YES"
"WFM","WFM06","WFM03","WFM_06_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",19.51,"YES"
"WFM","WFM09","WFM07","WFM_09_07","south","south_M","Y","2015-08-23","2015-08-29","south_M",25.02,"YES"
"CUR","CUR07","CUR04","CUR_07_04","south","south_M","Y","2015-08-23","2015-08-29","south_M",24.39,"YES"
"CUR","CUR04","CUR01","CUR_04_01","south","south_M","N","2015-08-23",NA,"",NA,NA
"CUR","CUR09","CUR05","CUR_09_05","south","south_M","Y","2015-08-23","2015-08-30","south_M",38.09,"YES"
"CUR","CUR07","CUR05","CUR_07_05","south","south_M","Y","2015-08-23","2015-08-29","south_M",26.82,"YES"
"NMT","NMT05","NMT02","NMT_05_02","south","south_M","Y","2015-08-23","2015-08-29","south_M",36.9,"YES"
"RCK","RCK05","RCK03","RCK_05_03","south","south_M","Y","2015-08-23","2015-08-31","south_M",27.55,"YES"
"RCK","RCK07","RCK04","RCK_07_04","south","south_M","N","2015-08-23",NA,"",NA,NA
"NMT","NMT06","NMT03","NMT_06_03","south","south_M","Y","2015-08-23","2015-08-29","south_M",33.44,"YES"
"CUR","CUR03","CUR15","CUR_03_15","south","south_M","Y","2015-08-23","2015-08-30","south_M",44.62,"YES"
"NMT","NMT12","NMT09","NMT_12_09","south","south_M","Y","2015-08-23","2015-08-30","south_M",37.38,"YES"
"CUR","CUR13","CUR10","CUR_13_10","south","south_M","Y","2015-08-23","2015-08-30","south_M",50.05,"YES"
"CUR","CUR10","CUR07","CUR_10_07","south","south_M","Y","2015-08-23","2015-08-30","south_M",35.62,"YES"
"NMT","NMT02","NMT01","NMT_02_01","south","south_M","Y","2015-08-23","2015-09-01","south_M",60.11,"YES"
"RCK","RCK15","RCK14","RCK_15_14","south","south_M","Y","2015-08-23","2015-09-02","south_M",34.9,"YES"
"WFM","WFM06","WFM03","WFM_06_03","south","south_M","Y","2015-08-23","2015-08-29","south_M",31.58,"YES"
"WFM","WFM09","WFM05","WFM_09_05","south","south_M","Y","2015-08-23","2015-08-29","south_M",55.16,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_M","Y","2015-08-23","2015-08-30","south_M",61.16,"YES"
"NMT","NMT02","NMT15","NMT_02_15","south","south_M","Y","2015-08-23","2015-08-30","south_M",27.48,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_M","Y","2015-08-23","2015-08-31","south_M",40.9,"YES"
"WFM","WFM11","WFM07","WFM_11_07","south","south_M","Y","2015-08-23","2015-08-28","south_M",45.28,"YES"
"CUR","CUR03","CUR14","CUR_03_14","south","south_M","Y","2015-08-23","2015-08-30","south_M",62.12,"YES"
"LIJ","LIJ11","LIJ07","LIJ_11_07","south","south_M","N","2015-08-23",NA,"",NA,NA
"RCK","RCK05","RCK04","RCK_05_04","south","south_M","Y","2015-08-23","2015-09-02","south_M",44.04,"YES"
"RCK","RCK06","RCK04","RCK_06_04","south","south_M","Y","2015-08-23","2015-09-02","south_M",16.36,"YES"
"RCK","RCK14","RCK11","RCK_14_11","south","south_M","Y","2015-08-23","2015-09-02","south_M",23.3,"YES"
"LIJ","LIJ13","LIJ09","LIJ_13_09","south","south_M","Y","2015-08-23","2015-08-29","south_M",42.94,"YES"
"RCK","RCK11","RCK10","RCK_11_10","south","south_M","Y","2015-08-23","2015-09-03","south_M",30.04,"YES"
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_M","Y","2015-08-23","2015-09-03","south_M",27.93,"YES"
"RCK","RCK13","RCK11","RCK_13_11","south","south_M","Y","2015-08-23","2015-09-02","south_M",25.28,"YES"
"NMT","NMT02","NMT14","NMT_02_14","south","south_M","Y","2015-08-23","2015-08-30","south_M",47.72,"YES"
"RCK","RCK09","RCK07","RCK_09_07","south","south_M","Y","2015-08-23","2015-09-01","south_M",40.99,"YES"
"RCK","RCK07","RCK06","RCK_07_06","south","south_M","Y","2015-08-23","2015-09-01","south_M",38.48,"YES"
"CUR","CUR09","CUR06","CUR_09_06","south","south_M","Y","2015-08-23","2015-08-29","south_M",70.91,"YES"
"NMT","NMT13","NMT11","NMT_13_11","south","south_M","Y","2015-08-23","2015-08-29","south_M",47.66,"YES"
"RCK","RCK10","RCK09","RCK_10_09","south","south_M","Y","2015-08-23","2015-08-30","south_M",26.99,"YES"
"NMT","NMT15","NMT14","NMT_15_14","south","south_M","Y","2015-08-23","2015-08-28","south_M",48.52,"YES"
"WFM","WFM14","WFM11","WFM_14_11","south","south_M","Y","2015-08-23","2015-08-29","south_M",53.33,"YES"
"RCK","RCK01","RCK14","RCK_01_14","south","south_M","Y","2015-08-23","2015-09-03","south_M",20.7,"YES"
"CUR","CUR06","CUR04","CUR_06_04","south","south_M","Y","2015-08-23","2015-08-30","south_M",44.73,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_M","Y","2015-08-23","2015-08-31","south_M",29.82,"YES"
"RCK","RCK04","RCK03","RCK_04_03","south","south_M","Y","2015-08-23","2015-09-03","south_M",23.4,"YES"
"NMT","NMT09","NMT07","NMT_09_07","south","south_M","Y","2015-08-23","2015-09-01","south_M",41.06,"YES"
"LIJ","LIJ01","LIJ14","LIJ_01_14","south","south_M","Y","2015-08-23","2015-08-30","south_M",27.69,"YES"
"LIJ","LIJ07","LIJ02","LIJ_07_02","south","south_M","Y","2015-08-23","2015-08-30","south_M",37.29,"YES"
"RCK","RCK06","RCK03","RCK_06_03","south","south_M","Y","2015-08-23","2015-09-03","south_M",32.35,"YES"
"NMT","NMT06","NMT05","NMT_06_05","south","south_M","Y","2015-08-23","2015-08-30","south_M",46.87,"YES"
"NMT","NMT14","NMT13","NMT_14_13","south","south_M","Y","2015-08-23","2015-08-29","south_M",72.75,"YES"
"NMT","NMT06","NMT04","NMT_06_04","south","south_M","Y","2015-08-23","2015-08-30","south_M",25.34,"YES"
"LIJ","LIJ08","LIJ03","LIJ_08_03","south","south_M","Y","2015-08-23","2015-09-01","south_M",52.28,"YES"
"RCK","RCK14","RCK12","RCK_14_12","south","south_M","Y","2015-08-23","2015-09-13","south_M",23.22,"YES"
"WFM","WFM13","WFM12","WFM_13_12","south","south_M","Y","2015-08-23","2015-08-28","south_M",63.47,"YES"
"CUR","CUR08","CUR05","CUR_08_05","south","south_M","Y","2015-08-23","2015-08-30","south_M",53.94,"YES"
"NMT","NMT11","NMT09","NMT_11_09","south","south_M","Y","2015-08-23","2015-08-29","south_M",37.26,"YES"
"WFM","WFM03","WFM14","WFM_03_14","south","south_M","Y","2015-08-23","2015-08-29","south_M",33.1,"YES"
"LIJ","LIJ10","LIJ07","LIJ_10_07","south","south_M","Y","2015-08-23","2015-09-03","south_M",28.73,"YES"
"WFM","WFM15","WFM13","WFM_15_13","south","south_M","Y","2015-08-23","2015-08-29","south_M",46.96,"YES"
"NMT","NMT09","NMT06","NMT_09_06","south","south_M","Y","2015-08-23","2015-08-29","south_M",41.88,"YES"
"WFM","WFM08","WFM06","WFM_08_06","south","south_M","Y","2015-08-23","2015-08-30","south_M",69.7,"YES"
"RCK","RCK13","RCK10","RCK_13_10","south","south_M","Y","2015-08-23","2015-09-13","south_M",22.71,"YES"
"NMT","NMT03","NMT02","NMT_03_02","south","south_M","Y","2015-08-23","2015-08-29","south_M",33.81,"YES"
"LIJ","LIJ10","LIJ06","LIJ_10_06","south","south_M","Y","2015-08-23","2015-08-31","south_M",35.93,"YES"
"NMT","NMT14","NMT12","NMT_14_12","south","south_M","Y","2015-08-23","2015-08-29","south_M",51.4,"YES"
"NMT","NMT15","NMT12","NMT_15_12","south","south_M","Y","2015-08-23","2015-08-29","south_M",48.56,"YES"
"CUR","CUR02","CUR13","CUR_02_13","south","south_M","Y","2015-08-23","2015-08-30","south_M",35.73,"YES"
"WFM","WFM14","WFM10","WFM_14_10","south","south_M","Y","2015-08-23","2015-08-30","south_M",50.67,"YES"
"RCK","RCK07","RCK05","RCK_07_05","south","south_M","Y","2015-08-23","2015-08-31","south_M",49.67,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","south","south_M","Y","2015-08-23","2015-08-31","south_M",39.68,"YES"
"RCK","RCK03","RCK15","RCK_03_15","south","south_M","Y","2015-08-23","2015-08-31","south_M",21.72,"YES"
"NMT","NMT10","NMT07","NMT_10_07","south","south_M","Y","2015-08-23","2015-08-30","south_M",27.74,"YES"
"CUR","CUR14","CUR11","CUR_14_11","south","south_M","Y","2015-08-23","2015-09-01","south_M",48.45,"YES"
"LIJ","LIJ09","LIJ07","LIJ_09_07","south","south_M","Y","2015-08-23","2015-08-30","south_M",25.37,"YES"
"WFM","WFM02","WFM01","WFM_02_01","south","south_M","Y","2015-08-23","2015-08-29","south_M",33.39,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_M","Y","2015-08-23","2015-08-31","south_M",36.54,"YES"
"LIJ","LIJ14","LIJ11","LIJ_14_11","south","south_M","Y","2015-08-23","2015-08-30","south_M",31.57,"YES"
"WFM","WFM02","WFM15","WFM_02_15","south","south_M","Y","2015-08-23","2015-08-29","south_M",61.32,"YES"
"RCK","RCK10","RCK07","RCK_10_07","south","south_M","Y","2015-08-23","2015-09-01","south_M",36.58,"YES"
"WFM","WFM08","WFM07","WFM_08_07","south","south_M","Y","2015-08-23","2015-08-29","south_M",72.64,"YES"
"NMT","NMT08","NMT05","NMT_08_05","south","south_M","Y","2015-08-23","2015-08-29","south_M",64.24,"YES"
"WFM","WFM04","WFM14","WFM_04_14","south","south_M","Y","2015-08-23","2015-08-29","south_M",70.56,"YES"
"WFM","WFM04","WFM15","WFM_04_15","south","south_M","Y","2015-08-23","2015-08-29","south_M",46.39,"YES"
"CUR","CUR05","CUR03","CUR_05_03","south","south_M","N","2015-08-23",NA,"",NA,NA
"LIJ","LIJ15","LIJ11","LIJ_15_11","south","south_M","Y","2015-08-23","2015-08-30","south_M",32.07,"YES"
"NMT","NMT07","NMT06","NMT_07_06","south","south_M","Y","2015-08-23","2015-08-30","south_M",38.59,"YES"
"CUR","CUR09","CUR07","CUR_09_07","south","south_M","Y","2015-08-23","2015-08-30","south_M",59.06,"YES"
"RCK","RCK06","RCK05","RCK_06_05","south","south_M","Y","2015-08-23","2015-09-02","south_M",40.38,"YES"
"RCK","RCK02","RCK14","RCK_02_14","south","south_M","Y","2015-08-23","2015-09-01","south_M",31.76,"YES"
"CUR","CUR11","CUR08","CUR_11_08","south","south_M","Y","2015-08-23","2015-08-31","south_M",59.11,"YES"
"NMT","NMT11","NMT10","NMT_11_10","south","south_M","Y","2015-08-23","2015-08-28","south_M",50.05,"YES"
"LIJ","LIJ12","LIJ10","LIJ_12_10","south","south_M","Y","2015-08-23","2015-08-29","south_M",26.93,"YES"
"LIJ","LIJ15","LIJ12","LIJ_15_12","south","south_M","Y","2015-08-23","2015-09-03","south_M",37.77,"YES"
"CUR","CUR04","CUR15","CUR_04_15","south","south_M","Y","2015-08-23","2015-08-31","south_M",34.55,"YES"
"CUR","CUR14","CUR10","CUR_14_10","south","south_M","Y","2015-08-23","2015-08-30","south_M",63.98,"YES"
"WFM","WFM12","WFM08","WFM_12_08","south","south_M","Y","2015-08-23","2015-08-30","south_M",46.37,"YES"
"WFM","WFM14","WFM12","WFM_14_12","south","south_M","Y","2015-08-23","2015-08-29","south_M",46.69,"YES"
"CUR","CUR15","CUR12","CUR_15_12","south","south_M","Y","2015-08-23","2015-09-01","south_M",54.56,"YES"
"CUR","CUR14","CUR12","CUR_14_12","south","south_M","Y","2015-08-23","2015-08-29","south_M",87.84,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_M","Y","2015-08-23","2015-09-01","south_M",43.28,"YES"
"CUR","CUR04","CUR02","CUR_04_02","south","south_M","Y","2015-08-23","2015-09-04","south_M",32.48,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_M","Y","2015-08-23","2015-08-29","south_M",31.15,"YES"
"WFM","WFM10","WFM08","WFM_10_08","south","south_M","Y","2015-08-23","2015-08-29","south_M",27.21,"YES"
"RCK","RCK01","RCK13","RCK_01_13","south","south_M","Y","2015-08-23","2015-09-01","south_M",28.74,"YES"
"RCK","RCK15","RCK12","RCK_15_12","south","south_M","Y","2015-08-23","2015-09-02","south_M",17.89,"YES"
"WFM","WFM12","WFM09","WFM_12_09","south","south_M","Y","2015-08-23","2015-08-28","south_M",43.39,"YES"
"LIJ","LIJ09","LIJ05","LIJ_09_05","south","south_M","Y","2015-08-23","2015-09-01","south_M",37.57,"YES"
"NMT","NMT07","NMT05","NMT_07_05","south","south_M","Y","2015-08-23","2015-08-29","south_M",60.79,"YES"
"WFM","WFM09","WFM06","WFM_09_06","south","south_M","Y","2015-08-23","2015-08-29","south_M",53.69,"YES"
"WFM","WFM08","WFM05","WFM_08_05","south","south_M","Y","2015-08-23","2015-09-02","south_M",33.16,"YES"
"LIJ","LIJ14","LIJ10","LIJ_14_10","south","south_M","Y","2015-08-23","2015-08-31","south_M",40.9,"YES"
"NMT","NMT05","NMT03","NMT_05_03","south","south_M","Y","2015-08-23","2015-08-28","south_M",41.35,"YES"
"WFM","WFM06","WFM04","WFM_06_04","south","south_M","Y","2015-08-23","2015-08-29","south_M",33.04,"YES"
"WFM","WFM10","WFM06","WFM_10_06","south","south_M","Y","2015-08-23","2015-08-29","south_M",41.04,"YES"
"CUR","CUR13","CUR09","CUR_13_09","south","south_M","Y","2015-08-23","2015-08-30","south_M",41.78,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_M","Y","2015-08-23","2015-08-30","south_M",33.43,"YES"
"LIJ","LIJ15","LIJ13","LIJ_15_13","south","south_M","Y","2015-08-23","2015-08-29","south_M",35.91,"YES"
"CUR","CUR12","CUR08","CUR_12_08","south","south_M","Y","2015-08-23","2015-09-01","south_M",29.77,"YES"
"NMT","NMT04","NMT01","NMT_04_01","south","south_M","Y","2015-08-23","2015-09-01","south_M",44.67,"YES"
"CUR","CUR01","CUR14","CUR_01_14","south","south_M","Y","2015-08-23","2015-08-31","south_M",49.3,"YES"
"LIJ","LIJ06","LIJ02","LIJ_06_02","south","south_M","Y","2015-08-23","2015-09-02","south_M",31.35,"YES"
"CUR","CUR07","CUR03","CUR_07_03","south","south_M","Y","2015-08-23","2015-08-30","south_M",91.55,"YES"
